Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Engineering Product-Led Growth,"Learn how to strategically grow your business with a product-led approach—a shift from traditional sales-led growth models that helps a business focus itself around its key benefit to customers; their products themselves. Industry expert Esben Friis-Jensen shares the key tenets of a product-led strategy, and explains how to apply it to your particular organization and products, how to drive acquisition and conversion in a product-led environment, and the best ways to measure success at a product-led organization.",Course,2024-04-19 03:31 UTC,N/A,false,N/A,
High-Stakes Communication,"Imagine you’re in a room with a group of stakeholders, each of whom has the power to alter the course of your professional life. If you impress them, they’ll fund your project and champion you as a leader. If you falter, you’ll exit the room with a tarnished reputation. Are you prepared to handle a moment like this, even when it is unexpected? How do you set yourself up for success when so much is on the line? In this course, Jenna Lange shares techniques that can help you manage your message, your mindset, and your stakeholders when the stakes are high. Learn how to build concise, effective messages, manage your body language, avoid common pitfalls, and more. Along the way, Jenna shares case studies and surprising personal experiences that lend a real-world context to each concept.",Course,2021-10-16 14:34 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2819030,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2819030,Course,2020-12-07 10:51 UTC,N/A,false,N/A,
BIM: Designing Sustainable HVAC Systems with Revit,"<p>Humans spend most of their lives in spaces within facilities, and this makes designing sustainable spaces with optimal heating, ventilation, and air-conditioning (HVAC) more critical than ever. Mechanical systems account for the highest cost in most facilities—and they consume the most energy. To enhance the sustainability of new facilities, designers must adopt a lean and agile approach to designing the heating, ventilation, and air conditioning HVAC systems.</p><p>
 
This course with instructor Onyema Udeze focuses on HVAC design and analysis in Revit from the conceptual design (CD) stage to the detailed design (DD) stage. He takes you from the start of a typical HVAC project through a systems analysis workflow. He then goes in depth into creating mechanical equipment and the essential components of HVAC systems. Plus, learn about mechanical modeling and advanced HVAC analysis in Revit.",Course,2025-03-17 07:30 UTC,N/A,false,N/A,
Cert Prep: Project Management Professional (PMP)®,"Note: This course will be removed from LinkedIn Learning on December 31, 2020 due to new requirements from the certification provider. We sincerely apologize for the disruption.<br><br>In today's competitive workplace, effective project managers are critical to the bottom line. That's why the Project Management Professional (PMP®) certification is so important. The PMP demonstrates your mastery, your experience, and your education. Discover what it takes to pass the PMP exam by following along with project manager and exam prep trainer Sandy Mitchell.<br><br>

This certification training course teaches critical project management concepts from the exam and offers study guides and sample practice exams to hone your test-taking skills. This course also fulfills the 35-hour education requirement needed to sit for the exam and provides 35 PDUs for current PMPs who need the credit to maintain their certification.<br><br>
 
Sandy covers the major ideas from the Project Management Body of Knowledge (<i>PMBOK® Guide</i>) and walks you through the project lifecycle. She also goes over material that is not covered in the guide-pointing out what is most likely to be featured on the exam and what you should try to commit to memory.<br><br>
Materials in this class are based on the <i>A Guide to the Project Management Body of Knowledge, (PMBOK® Guide) - Sixth Edition</i>, Project Management Institute Inc., 2017.<br><br>

PDU Allocation <br> Video: 6.25 <br> Chapter Questions: 7.5 <br> Hands on Activities: 10 <br> Individual Exercises: 11.25 <br><br>",Course,2019-05-03 01:22 UTC,N/A,false,N/A,
Learning the Python 3 Standard Library,"<p>Python libraries can cut your development time and reduce your frustration with coding. In this Python 3 course, follow Kathryn Hodge as she walks through the Python standard library. Discover how familiarizing yourself with its facilities can make writing code in this concise, elegant language a little easier. Familiarize yourself with the library's built-in functions, math modules, and input and output modules. Learn how to get information from the Internet with the HTTP module, and more.</p><p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2019-03-20 02:31 UTC,N/A,false,N/A,
Managing Multiple Projects,"<p>Multiple projects mean demands and deadlines coming from all angles, increasing the risk of burnout. So how can you effectively juggle all the projects without feeling overwhelmed? In this audio-only course, Elizabeth Harrin shares her five-part model to take the stress out of project management and prevent surprise derailers.</p><p>Elizabeth Harrin has trained, mentored, and led project managers for over 20 years. She’s the founder of RebelsGuideToPM.com and the author of <i>Managing Multiple Projects</i>.</p><p>Learn how to optimize your workflow by thinking through the 5 Ps: portfolio, plan, people, productivity, and positioning. Discover how to set up time-saving tools and ensure your team follows through. Finally, Elizabeth shares how to flex dynamically using the “iron triangle” of constraints: time, cost, and quality.</p><p>This course was created by Pete Mockaitis of <a href=""https://awesomeatyourjob.com/"" target=""_blank""><i>How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.</p>",Course,2024-05-07 08:40 UTC,N/A,false,N/A,
"Advanced Power BI: DAX Language, Formulas, and Calculations","<div><a href=""https://www.linkedin.com/newsletters/6827804190581039104?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Helen's LinkedIn Newsletter</a></div><br>Data visualization allows you to represent information digitally and graphically, to convey the results of data analysis. Microsoft Power BI is a suite of business analytics tools that help you gain insights from your data. The suite brings together familiar operations from well-known products—including Excel, Access, Power Query, and Power Pivot—to help you quickly move past the basics and on to comprehensive analysis. In this course, Helen Wall guides you through the advanced capabilities of the service. She shows how to work with calculations, effectively leverage the DAX language, create advanced queries, and use the M language to improve the querying process. Helen also demonstrates how to get data into Power BI using the Power Query editor and then model the loaded data using DAX columns, tables, and measures. To lend these concepts a real-world context, she shares how to create a financial model for loans.",Course,2023-04-22 20:34 UTC,N/A,false,N/A,
R for Data Science: Lunch Break Lessons,"<p>Programming is learned in small bits. You build on basic concepts. You transfer the knowledge you already have to the next language. <i>Lunch Break Lessons</i> teaches R—one of the most popular programming languages for data analysis and reporting—in short lessons that expand on what existing programmers already know.</p>

<p>The five minutes you spend will provide you with a building block you can use in the next two hours at work. Review language basics, discover methods to improve existing R code, explore new and interesting features, and learn about useful development tools and libraries that will make your time programming with R that much more productive.</p>

<p>All series code samples can be downloaded at <a href=""https://github.com/mnr/five-minutes-of-R"" target=""_blank"">https://github.com/mnr/five-minutes-of-R</a>.",Course,2022-07-24 14:26 UTC,N/A,false,N/A,
Logistic Regression in R and Excel,"Business decisions are often binary: take on this project or put it off for a year; extend credit to this customer or insist on cash; open a new retail outlet in a particular location or find another spot. When an outcome is a continuous variable such as revenue, ordinary regression is often a good technique, but when there are only two outcomes, logistic regression usually offers better tools.<br><br>Learn how to use R and Excel to analyze data in this course with Conrad Carlberg. He takes you through advanced logistic regression, starting with odds and logarithms and then moving on into binomial distribution and converting predicted odds back to probabilities. After this foundation is established, he shifts the focus to inferential statistics, likelihood ratios, and multinomial regression. Conrad's comprehensive coverage of how to perform logistic regression includes tackling common problems, explaining relationships, reviewing outcomes, and interpreting results.",Course,2018-08-02 01:15 UTC,N/A,false,N/A,
Azure Functions for Developers,"In this course, learn how to use Azure Functions to develop applications. Instructor Rodrigo Díaz Concha covers the benefits of Azure Functions, hosting plans, and app service plans. Learn how to create and deploy function apps and how to develop, test, debug, and run event-driven code on your local computer, as well as in Visual Studio using .NET. Learn about triggers, bindings, and how to implement both in Azure Functions. Next, Rodrigo explains Blob storage and Cosmos DB. See how to use dependency injection for cleaner code. After that, Rodrigo explains how to deploy Azure Functions from the command-line interface (CLI) and from Visual Studio. Explore how to build and use Azure Durable Functions in your projects, then learn how to manage and secure Azure Functions with Key Vault.",Course,2025-01-14 06:09 UTC,N/A,false,N/A,
Python Essential Training (2018),"Due to its power and simplicity, Python has become the scripting language of choice for many large organizations, including Google, Yahoo, and IBM. A thorough understanding of Python 3, the latest version, will help you write more efficient and effective scripts. In this course, Bill Weinman demonstrates how to use Python 3 to create well-designed scripts and maintain existing projects. This course covers the basics of the language syntax and usage, as well as advanced features such as objects, generators, and exceptions. Learn how types and values are related to objects; how to use control statements, loops, and functions; and how to work with generators and decorators. Bill also introduces the Python module system and shows examples of Python scripting at work in a real-world application.",Course,2018-08-13 04:36 UTC,N/A,false,N/A,
Excel: Creating a Basic Dashboard (2017),"Learn easy-to-implement techniques that can help you quickly create a visual representation of your data to inform your decision making. In this brief course, Curt Frye walks through the basics of creating a dashboard in Excel. Curt begins with a primer on using PivotTables—one of the most powerful data analysis tools in Excel. He also shares how to define conditional formats and summarize your data with sparklines and charts. Plus, he shows how to set up your dashboard worksheet, link data to cells and shapes, maximize your screen space by hiding rows, and modify the Excel program window to meet your needs.",Course,2018-11-20 09:34 UTC,N/A,false,N/A,
Beginner's Guide to C#,"C# is the language at the heart of many Windows applications, including Windows Phone and Windows Store apps. It is the principle programming language for Microsoft and required knowledge for developers in this area. Learn the fundamentals of C# version 7, including basic language syntax and object-oriented programming techniques, in this training course with instructor Alexander Zanfir.<br><br>
Explore variables and data types; controlling program flow with conditions and loops; and building functions. Learn how to implement object-oriented programming such as encapsulation and inheritance in C#, and find out how to debug your code. Alexander then explores advanced concepts such as enumerators, ref parameters, interfaces, events, and abstract classes. In the last two chapters, he covers the ""top"" features introduced in the last several versions of C#, including lambda expressions and string interpolation.",Course,2021-03-04 20:31 UTC,N/A,false,N/A,
Agile at Work: Reporting with Agile Charts and Boards,"Agile teams need a lightweight way to report their progress. Agile reports should be simple and easy to read, and radiate information across the room to the entire team. In this course, agile expert Doug Rose outlines a process for reporting on the progress of your agile project. He shows how to establish priorities using product backlogs, show daily progress using taskboards, burn down a sprint using sprint burndown charts, and burn down a release by creating a release burndown chart. He also highlights common pitfalls, such as retrofitting.",Course,2021-04-19 15:25 UTC,N/A,false,N/A,
What Is Business Analysis?,"<p>Is business analysis a profession, a competency, or a research discipline?  Would it confuse you if the answer to this question was all three?  In this course, Laura Paton provides needed clarity by exploring the components of the profession and the necessary competencies to fulfill a business analysis role. She establishes a comprehensive viewpoint of the breadth of the business analysis profession, then helps you to recognize a core set of competencies required to effectively perform business analysis. She shows you how to make a connection between business analysis and research. Laura concludes by introducing you to the exciting variety of career paths that business analysis has to offer. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/career-essentials-in-business-analysis-by-microsoft-and-linkedin"">Professional Certificate</a> from Microsoft.</p>",Course,2021-02-25 08:35 UTC,N/A,false,N/A,
Nano Tips to Think Faster and Make Better Decisions with Shadé Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, discover powerful, practical strategies to think faster and make better decisions with insights from Shadé Zahrai, peak performance researcher and behavioral strategist to Fortune 500 companies.</p><p>Gather insights to start building a stronger, more effective decision-making foundation—simplifying more complex decisions, maximizing willpower, optimizing your schedule, and preparing for decisions before you even make them. Learn how to deploy a handful of easy-to-use strategies to create a more empowering decision-making experience, such as delaying your response, using a decision matrix, avoiding flawed conclusions, and more. Along the way, Shadé shows you how to prevent framing bias, apply critical thinking to make more informed judgments, and prioritize what matters most.</p>",Course,2023-09-01 07:47 UTC,N/A,false,N/A,
OpenCV for Python Developers (2017),"OpenCV is an open-source toolkit for advanced computer vision. It is one of the most popular tools for facial recognition, used in a wide variety of security, marketing, and photography applications, and it powers a lot of cutting-edge tech, including augmented reality and robotics. This course offers Python developers a detailed introduction to OpenCV 3, starting with installing and configuring your Mac, Windows, or Linux development environment along with Python 3. Learn about the data and image types unique to OpenCV, and find out how to manipulate pixels and images. Instructor Patrick W. Crawford also shows how to read video streams as inputs, and create custom real-time video interfaces. Then comes the real power of OpenCV: object, facial, and feature detection. Learn how to leverage the image-processing power of OpenCV using methods like template matching and machine learning data to identify and recognize features.",Course,2019-04-02 02:10 UTC,N/A,false,N/A,
Accelerating Your Career with Personal Branding,"When it comes to accelerating your career, you can’t ignore the importance of your personal brand. Your brand is your voice, your reputation, and a key part of your professional persona. In this course, explore how to use your personal brand to boost your career with award-winning leadership strategist Shadé Zahrai.<br><br>Learn how to get started crafting a standout brand of your own, with practical advice to help you grow, gain recognition, and open new professional doors. Find out how to create compelling and unforgettable personal content, develop authentic work relationships, and elevate your influence along the way. By the end of this course, you’ll be better poised to manage your brand online and cultivate a lasting impression on the job.",Course,2023-01-03 16:00 UTC,N/A,false,N/A,
A Career Strategist's Guide to Getting a Job,"Explore strategies designed to increase the chances of hearing back from potential employers, including how to get a resume past applicant tracking systems (ATS). Job search expert Jenny Foss walks through the elements of a successful job search, from crafting a great resume to finding the right job listings. She discusses how to create a career plan, how to prepare for an interview, and how to negotiate for the best salary and benefits. Plus, Jenny covers how to make your first 60 days on the job a success.",Course,2023-01-23 14:43 UTC,N/A,false,N/A,
Functional Programming with PHP,"Discover how to write more readable, maintainable PHP code by taking up functional programming. In this course, Shaun Wassell helps you get up and running with this popular programming paradigm. Shaun begins by covering fundamental concepts, including why functions and data are kept separate in functional programming and how to work with first-class functions in PHP. He then delves into the functional aspects of PHP, highlighting the built-in functions and features that allow you to work with arrays functionally, as well as filter, reduce, and sort lists of items. He also covers some more advanced concepts, such as recursion and partial application. To wrap up, Shaun shares code conversion challenges that allow you to put your new skills to the test.",Course,2023-05-05 09:40 UTC,N/A,false,N/A,
The Six Mind Shifts for Thriving at Work,"<p>When work feels like a massive burden, it can seem like quitting is your only option. But it’s possible to turn unpleasant situations around so that they enrich you. In this audio-only course, Aliza Knox shares six critical, easy-to-use mind shifts to help you turn around situations to thrive at work and life.</p><p>Aliza Knox spent over four decades leading in firms like Google and Twitter. She is the author of <i>Don't Quit Your Day Job: The 6 Mindshifts You Need to Rise and Thrive at Work</i>.</p><p>Aliza offers fresh perspectives to help you build your stamina, forge connections, stay energized, and give everyone a voice. You’ll learn how to get feedback that genuinely helps you, and stay on your manager’s radar—wherever you’re located. Finally, Aliza shows you how to be bold and open to moments of serendipity so you can chase new opportunities wherever they arise.</p><p>This course was created by Pete Mockaitis of <a href=""https://awesomeatyourjob.com/"" target=""_blank""><i>How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.</p>
<img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""Company logo for How to Be Awesome at Your Job"" width=""20%"" height=""20%"" />",Course,2024-11-18 11:48 UTC,N/A,false,N/A,
Project Leadership,"Technical skills are essential for anyone in project management, but it's effective leadership that takes a project manager from good to great. In this course, join instructor Cyndi Snyder Dionisio as she delves into the different facets of project leadership. Learn how to lead projects more effectively by establishing a high-level project vision, motivate and develop your team, and apply emotional intelligence as you carry out your projects. Cyndi also goes over the common traits of high-performing teams, as well as the actions and behaviors you can apply to help your team achieve peak performance.",Course,2023-06-16 11:31 UTC,N/A,false,N/A,
Business Analysis: Essential Tools and Techniques (2021),"<p>If you do business analysis work and want to see not only what the key deliverables are but also how to deliver them, then this course is for you. This technology-agnostic course employs different technologies to show you how to set up and deliver key business analysis artifacts. Instructor Jamie Champagne highlights traceability as she through the setup and usage of a requirements traceability matrix. Jamie demonstrates how to model processes by showing you the natural evolution of the degree of detail that happens with business analysis work. Plus, she explains the power of context diagrams with both basic and detailed data flow diagrams to define and capture the requirements done in business analysis work. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/cscmp-supply-chain-foundations-the-essentials-professional-certificate"" target=""_blank"">Professional Certificate</a> from CSCMP.</p>",Course,2023-06-28 15:42 UTC,N/A,false,N/A,
Guy Kawasaki on Turning Life Wisdom into Business Success,"Get career advice from a real ""wise guy."" In this course, based on his book <i>Wise Guy</i>, one of the world's leading corporate evangelists, Guy Kawasaki, talks about how he built his career. Learn how he landed his first real job in the jewelry business—which turned out to be surprisingly useful training for the tech world. Find out why some of the riskiest moves he made at Apple—disparaging a potential partner and trading jabs with Steve Jobs—paid off. Guy also reveals how taking up surfing at the age of 62 sparked a new passion. In total, Guy covers everything from moral values to business skills to parenting. As he writes, “I hope my stories help you live a more joyous, productive, and meaningful life. If <i>Wise Guy</i> succeeds at this, then that’s the best story of all.”<br><br>

This course was created by <a href=""https://genconnectu.com/"" target=""_blank"">genconnectU</a>. We are pleased to offer this training in our library.",Course,2020-10-18 21:02 UTC,N/A,false,N/A,
Data Science Foundations: Fundamentals (2022),"<p>Data science is driving a world-wide revolution that touches everything from business automation to social interaction. It’s also one of the fastest growing, most rewarding careers, employing analysts and engineers around the globe. This course provides an accessible, nontechnical overview of the field, covering the vocabulary, skills, jobs, tools, and techniques of data science. Instructor Barton Poulson defines the relationships to other data-saturated fields such as machine learning and artificial intelligence. He reviews the primary practices: gathering and analyzing data, formulating rules for classification and decision-making, and drawing actionable insights. He also discusses ethics and accountability and provides direction to learn more. By the end, you’ll see how data science can help you make better decisions, gain deeper insights, and make your work more effective and efficient. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/data-science-professional-certificate-by-knime"" target=""_blank"">Professional Certificate</a> from KNIME.</p>",Course,2023-05-11 06:52 UTC,N/A,false,N/A,
What Is Generative AI?,"<p>Whether you work in film, marketing, healthcare, automobile, or real-estate, generative AI is changing the way your job is executed, and those who adapt early will reap its benefits sooner. All professions will be affected by generative AI. Its invention can be compared to the invention of photography, a true creative revolution. If you want to be part of the leaders that are advancing this revolution, this course can get you started on your learning journey.</p><p>In this course, generative AI expert Pinar Seyhan Demirdag covers the basics of generative AI, with topics including what it is, how it works, how to create your own content, different types of models, future predictions, and ethical implications.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/career-essentials-in-generative-ai-by-microsoft-and-linkedin"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,2023-06-12 23:13 UTC,N/A,false,N/A,
Microsoft Azure Data Fundamentals (DP-900) Exam Tips,"Data is everywhere, and companies need it to better understand their customers and competitors and to make sound business decisions. Azure is among the best options on the market. In this course, instructor Emilio Melo covers the most important topics on the DP-900 exam, the first certification in the data path from Microsoft. Emilio explains the DP-900 certification and exam, then goes into core data concepts, such as data processing and data analytics. He goes into ways to work with relational data in Azure, including hosting options and relational database offerings in Azure. Azure also has ways to handle non-relational data, and Emilio discusses several options. He goes over analytics workloads, then concludes with insights on data warehousing in Azure and Power BI.",Course,2023-02-07 19:11 UTC,N/A,false,N/A,
SOLIDWORKS 2021 Essential Training,"SOLIDWORKS is the premier product-design software—enabling you to deliver innovative solutions to market faster. In this course, Gabriel Corbett teaches you how to build ready-to-manufacture parts and assemblies as well as detailed drawings and itemized bills of materials in SOLIDWORKS 2021. Learn how to create 2D sketches and then extrude, revolve, loft, and sweep these features into 3D objects. Find out how to make cuts and create standard holes, and explore more advanced modeling techniques using blocks, mirroring, and the SOLIDWORKS pattern tools. Then review best practices for putting parts together in assemblies and creating detailed drawings. Along the way, Gabriel highlights new features from the 2021 release, as well as features designed for users with pen or touch devices.",Course,2022-02-17 20:03 UTC,N/A,false,N/A,
Careers in Supply Chain and Operations,"<p>Smart supply chain management helps companies save money and respond faster. It’s critical to staying competitive in today’s global economy. That’s why demand for supply chain skills is increasing faster than ever. For people interested in supply chain management, operations, logistics, or procurement, there’s never been a better time to get started. This course can help you understand the roles, skills, and networking opportunities available, so you can get a job and prepare for a future in this lucrative and diverse field. Instructor Daniel Stanton reviews positions in inventory management, transportation, material handling, sourcing, purchasing, manufacturing, engineering, IT, robotics, HR, and more. He helps you set your career goals and build your skills, one tutorial at a time. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/cscmp-supply-chain-foundations-the-essentials-professional-certificate"" target=""_blank"">Professional Certificate</a> from CSCMP.</p>",Course,2022-01-30 07:39 UTC,N/A,false,N/A,
Reid Hoffman and Chris Yeh on Blitzscaling,"Blitzscaling is a growth strategy that prioritizes speed over efficiency in the face of uncertainty. Those bold enough to adopt it must break free from the confines of business school logic to take uncalculated risks that could just as easily lead to abject failure as rapid-fire growth. In this course, LinkedIn founder Reid Hoffman and entrepreneur Chris Yeh break down when and how entrepreneurs and other business leaders should leverage this tactic to get ahead. Reid and Chris—who literally wrote the book on this topic in 2018's <i>Blitzscaling</i>— explain how, despite the potential pitfalls, blitzscaling practices are often the key to scaling massive companies. They share examples of successful blitzscaling, explain how to blitzscale within a larger organization, and more.",Course,2021-10-05 10:04 UTC,N/A,false,N/A,
Python: Data Analysis (2015),"If you're going to work with big data, you'll probably be using R or Python. And if you're using Python, you'll be definitely using Pandas and NumPy, the third-party packages designed specifically for data analysis. This course provides an opportunity to learn about them. Michele Vallisneri shows how to set up your analysis environment and provides a refresher on the basics of working with data containers in Python. Then he jumps into the big stuff: the power of arrays,  indexing, and DataFrames in NumPy and Pandas. He also walks through two sample big-data projects: one using NumPy to analyze weather patterns and the other using Pandas to analyze the popularity of baby names over the last century. Challenges issued along the way help you practice what you've learned.",Course,2019-04-10 04:10 UTC,N/A,false,N/A,
Find a Job in the Hidden Job Market,"80% of jobs are not posted on job boards or company websites. These positions are filled in the hidden job market. In this course, you can learn how to access these unadvertised jobs by targeting your search, changing how and where you network, and taking action to supercharge your job hunt. Career strategist and former recruiter Sarah Johnston shows how to refine your job search goals, identify the companies you want to work for, and focus your efforts. She explains how to get your foot in the door by requesting an informational interview and how to build a network of contacts through conferences, trade associations, job search clubs, and more. Each tip helps you build valuable momentum and skills for a successful job search.",Course,2020-10-22 15:41 UTC,N/A,false,N/A,
Learning Java 17,"<p>Java is one of the top five programming languages, and is used for websites, embedded controllers, and Android app development. Interested in learning how to code with Java? Join instructor Kathryn Hodge as she helps you get up and running with this popular language.</p> 
<p>Kathryn covers all the basics: data types, strings, functions, and loops. She helps you control the flow and logic of your code, and debug your project to make sure it runs perfectly. Along the way, she provides real-world examples and introduces challenges that allow you to practice your new skills. This course is perfect for developers who need to get up to speed with Java fast, as well as for beginning programmers who want their first taste of this popular language.</p>

<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2024-08-08 15:36 UTC,N/A,false,N/A,
Panel Data Analysis Essential Training,"<p>Panel data is among the most complex data sources available to data analysis scientists. Analyzing such data requires an understanding of a new class of models that go beyond traditional linear regression techniques. In this course, professor of economics Franz Buscha introduces you to such models and highlights how and when to use them. Franz covers best practices, basic panel data setup, descriptive analysis, and advanced modeling techniques. He explains each topic theoretically and shows you a simple practical example. Franz goes over common panel data models, including FE and RE estimation, and explores advanced panel data techniques, such as Mundlak, dynamic, and nonlinear models.</p>",Course,2023-04-04 06:32 UTC,N/A,false,N/A,
LinkedIn AI Academy AI-100: 2 Supervised Learning with Neural Networks,"AI is one of the most important but least understood fields in the world. It’s changing the way we think about business, but it’s changing so fast that it’s hard to keep track. This course, taught by LinkedIn engineers Ananth Sankar and Daniel Hewlett, shows how neural networks and deep learning have transformed AI in the last decade, enabling applications that were previously impossible. Ananth and Daniel cover some of the most popular neural network architectures. They discuss key topics like simple linear classification neural networks, convolutional neural networks, and sequence learning, as well as graph neural networks and how you can apply them to make predictions about social network graphs.",Course,2023-05-09 03:49 UTC,N/A,false,N/A,
Predictive Customer Analytics,"Use big data to tell your customer's story, with predictive analytics. In this course, instructor Kumaran Ponnambalam teaches you about the customer life cycle and how predictive analytics can help improve every step of the customer journey.
<br><br>
Start off by learning about the various phases in a customer's life cycle. Explore the data generated inside and outside your business, and ways the data can be collected and aggregated within your organization. Then review multiple use cases for predictive analytics in each phase of the customer's life cycle, including acquisition, upsell, service, and retention. For each phase, you also build one predictive analytics solution in Python. In the final videos, Kumaran introduces best practices for creating a customer analytics process from the ground up.",Course,2023-02-12 20:01 UTC,N/A,false,N/A,
How to Be Both Assertive and Likable,"<p>Managing the inherent tension between the friendliness that encourages rapport and the assertiveness that is required to be effective can be tricky. In this course, adapted from the American Negotiation Institute podcast <em>Negotiate Anything</em>, Kwame Christian discusses with Hamilton Chan how to build rapport, stand your ground, and manage the flow of information. Hamilton is the head of executive education and visiting professor of business and technology at Loyola Law School, Los Angeles and CEO of Coaching for Startups LLC. He explains why rapport is so powerful and provides tips to stay strong at the negotiation table. Plus, learn why it’s so important to understand your options before you start difficult conversations. </p><p>This course was created by the American Negotiation Institute. We are pleased to offer this training in our library. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/negotiation-professional-certificate-by-american-negotiation-institute"" target=""_blank"">Professional Certificate</a> from American Negotiation Institute.</p>",Course,2021-11-16 08:01 UTC,N/A,false,N/A,
Learning Ansible,"Ansible is a popular open-source tool that provides automation, configuration management, and orchestration all in one. In this course, instructor Greg Sowell introduces Ansible and explains the many reasons that system administrators and DevOps engineers choose to keep Ansible in their IT tool kit. Learn how to install Ansible in different environments and work with hosts, variables, inventories, and playbooks. Practice your new deployment and playbook writing skills with the exercise challenges at the end of each section. Along the way, Greg reviews various use cases and practical examples to highlight how Ansible can solve a variety of real-world problems more effectively and efficiently.",Course,2024-11-11 11:17 UTC,N/A,false,N/A,
Learning Personal Branding,"You are the most powerful marketing tool at your disposal. If you are starting a business, establishing your thought leadership, or trying to get ahead in your career, it's a great time to start investing in the brand of you. Learn the secrets of personal branding in this course with marketing expert Chelsea Krost. Chelsea explains how to develop your story, craft your messaging, and define your audience. Then she walks you through building your brand presence online and off, creating a calendar that will help you stay on top of social media and keep your content fresh. Plus, get tips to monetize your personal brand and land speaking engagements and guest roles.",Course,2020-12-28 21:21 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:609017,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:609017,Course,2018-08-12 23:34 UTC,N/A,false,N/A,
Nano Tips to Uncover Your Strengths with Shadé Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore the power of uncovering your inner strengths and managing your weaknesses to promote personal growth.</p><p>Join peak performance researcher and behavioral strategist Shadé Zahrai to learn the secrets of identifying and evolving your strengths with a genuinely curious, growth-focused mindset. Unearth your best possible self and start building on the innate qualities of your character, gathering feedback, unlocking your full potential, seeking balance, and finding your flow state. Along the way, Shadé shows you how to scrutinize your weaknesses to weed out bad habits, play to your strengths, and invest in your future self.</p>",Course,2023-10-01 21:04 UTC,N/A,false,N/A,
"Python for Data Science Tips, Tricks, & Techniques","Modern work in data science requires skilled professionals versed in analysis workflows and using powerful tools. Python can play an integral role in nearly every aspect of working with data—from ingest, to querying, to extracting and visualizing. This course highlights twelve tips and tricks you can put into practice to improve your skills in Python. These techniques are readily applied and in common data management tasks and include the following: how to ingest data using CSV, JSON, and TXT files; how to explore data using libraries like Pandas; how to organize and join data using DataFrames; how to create charts and graphic representations of data using ggplot in Python; and more.",Course,2019-04-04 01:45 UTC,N/A,false,N/A,
Consumer Behavior: Using Neuroscience to Improve Your Marketing,"If you’re a marketing strategist, one of your key tasks is finding out why customers buy your product so you can drive sales and promote your brand. That means you need to get a better understanding of consumer behavior. Did you know that neuroscience can help? In this course, consumer behavior experts Matt Johnson and Prince Ghuman share their tips for leveraging consumer behavior principles to help you refine and improve your marketing approach.<br><br>Explore strategies to draw attention to and shape perceptions of your product, brand, or service. Learn how you can set yourself apart and deliver more meaningful customer-centered experiences. Find out how consumers make typical purchasing decisions and the impacts their decisions can have on your campaigns. Upon completing this course, you'll be ready to incorporate your new skills with consumer behavior principles, developing a more cohesive—and profitable—marketing strategy in the long run.<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""20%"" width=""20%"">",Course,2023-02-23 08:27 UTC,N/A,false,N/A,
